@RELATION queryWorkflowMetrics

@ATTRIBUTE QueryContextInstance STRING
@ATTRIBUTE QueryBeginExecutionTime NUMERIC
@ATTRIBUTE QueryEndExecutionTime NUMERIC
@ATTRIBUTE QueryContent STRING
@ATTRIBUTE QuerySizeInCharacters NUMERIC
@ATTRIBUTE QueryNamespaceNb NUMERIC
@ATTRIBUTE QueryVariablesNb NUMERIC
@ATTRIBUTE QueryDataSetSourcesNb NUMERIC
@ATTRIBUTE QueryOperatorsNb NUMERIC
@ATTRIBUTE QueryResultOrderingNb NUMERIC
@ATTRIBUTE QueryResultLimitNb NUMERIC
@ATTRIBUTE QueryResultOffsetNb NUMERIC
@ATTRIBUTE QueryResultSizeInCharacters NUMERIC
@ATTRIBUTE QueryTotalResponseTime NUMERIC
@ATTRIBUTE QueryProcessTotalCPUTime NUMERIC
@ATTRIBUTE QueryThreadTotalCPUTime NUMERIC
@ATTRIBUTE QueryThreadUserCPUTime NUMERIC
@ATTRIBUTE QueryThreadSystemCPUTime NUMERIC
@ATTRIBUTE QueryThreadCount NUMERIC
@ATTRIBUTE QueryThreadBlockCount NUMERIC
@ATTRIBUTE QueryThreadBlockTime NUMERIC
@ATTRIBUTE QueryThreadWaitCount NUMERIC
@ATTRIBUTE QueryThreadWaitTime NUMERIC
@ATTRIBUTE QueryThreadGccCount NUMERIC
@ATTRIBUTE QueryThreadGccTime NUMERIC
@ATTRIBUTE QueryContextInstanceFromWorkflow STRING
@ATTRIBUTE WorkflowNumberOfPlugins NUMERIC
@ATTRIBUTE WorkflowTotalResponseTime NUMERIC
@ATTRIBUTE WorkflowProcessTotalCPUTime NUMERIC
@ATTRIBUTE WorkflowThreadTotalCPUTime NUMERIC
@ATTRIBUTE WorkflowThreadUserCPUTime NUMERIC
@ATTRIBUTE WorkflowThreadSystemCPUTime NUMERIC
@ATTRIBUTE WorkflowThreadCount NUMERIC
@ATTRIBUTE WorkflowThreadBlockCount NUMERIC
@ATTRIBUTE WorkflowThreadBlockTime NUMERIC
@ATTRIBUTE WorkflowThreadWaitCount NUMERIC
@ATTRIBUTE WorkflowThreadWaitTime NUMERIC
@ATTRIBUTE WorkflowThreadGccCount NUMERIC
@ATTRIBUTE WorkflowThreadGccTime NUMERIC
@ATTRIBUTE workflowID {w_01, w_02, w_03, w_04} 

@DATA 
'0a5e90bf-7179-430a-9bbe-fe5ee8147c69', 1309182035138, 1309182037138, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "diabetes"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 244, 0, 3, 0, 0, 0, 0, 0, 50611, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0a5e90bf-7179-430a-9bbe-fe5ee8147c69', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'0a79a15d-03b9-4619-92ab-db946448f31c', 1309182214247, 1309182216263, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Banti Syndrome"}  UNION {?s ?p ?o . ?s ?p "arthritis"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" }}', 210, 0, 3, 0, 0, 0, 0, 0, 43359, 2016, 15, 15, 15, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0a79a15d-03b9-4619-92ab-db946448f31c', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'0aaae208-ea41-41e9-b124-b1c6d03a4a1a', 1309181893685, 1309181895701, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "lymphoma"} }', 56, 0, 3, 0, 0, 0, 0, 0, 77653, 2016, 46, 15, 15, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0aaae208-ea41-41e9-b124-b1c6d03a4a1a', 4, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'0bb1cc97-5ec0-4af0-9c1c-5382c15e3cc9', 1309181815185, 1309181817201, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "candidiasis"} }', 59, 0, 3, 0, 0, 0, 0, 0, 40624, 2016, 15, 15, 15, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0b615b41-c789-4139-ae37-0980282bb894', 4, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'0bb5bcef-2823-4a77-b838-84b3ef388b79', 1309182222310, 1309182224310, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Barotrauma"}  UNION {?s ?p ?o . ?s ?p "arthritis"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" }}', 206, 0, 3, 0, 0, 0, 0, 0, 32816, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0bb1cc97-5ec0-4af0-9c1c-5382c15e3cc9', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'0bee4dad-3ade-4b23-8b5a-40c0ec61d56f', 1309182041154, 1309182043169, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "eczema"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 242, 0, 3, 0, 0, 0, 0, 0, 72593, 2015, 15, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0bb5bcef-2823-4a77-b838-84b3ef388b79', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'0d48d260-0417-4975-b58e-09ec6d1ce28a', 1309181899716, 1309181901716, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "myopia"} }', 54, 0, 3, 0, 0, 0, 0, 0, 19521, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0bee4dad-3ade-4b23-8b5a-40c0ec61d56f', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'0ea07a9e-355c-4758-ab74-ca6417532213', 1309181947982, 1309181950466, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "thyroid disorders"} }', 65, 0, 3, 0, 0, 0, 0, 0, 59620, 2484, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0d48d260-0417-4975-b58e-09ec6d1ce28a', 4, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'0eabdc8e-610c-40cd-b95b-cb51d37e2192', 1309182218263, 1309182220279, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Barashek"}  UNION {?s ?p ?o . ?s ?p "arthritis"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" }}', 204, 0, 3, 0, 0, 0, 0, 0, 32814, 2016, 15, 15, 15, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0ea07a9e-355c-4758-ab74-ca6417532213', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'0eb1124d-e90d-4cce-a99b-0d9b25513d98', 1309181851388, 1309181853388, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Gallstones"} }', 58, 0, 3, 0, 0, 0, 0, 0, 33656, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0eabdc8e-610c-40cd-b95b-cb51d37e2192', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'0ec1e415-cd6d-463c-ad3e-330d36ab8082', 1309181855404, 1309181857404, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Graves disease"} }', 62, 0, 3, 0, 0, 0, 0, 0, 43525, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0eb1124d-e90d-4cce-a99b-0d9b25513d98', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'0f7abc17-a422-45d8-84da-57652e5fd92a', 1309181956576, 1309181958576, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Young syndrome"} }', 62, 0, 3, 0, 0, 0, 0, 0, 13221, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0ec1e415-cd6d-463c-ad3e-330d36ab8082', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'13c14c65-0291-4ca3-83f3-551c4bf4f8d8', 1309182113654, 1309182115654, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "osteoporosis"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 248, 0, 3, 0, 0, 0, 0, 0, 51156, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#0f7abc17-a422-45d8-84da-57652e5fd92a', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'13e8e2b3-283d-4631-9de1-31dde9a7c67e', 1309182149888, 1309182151904, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "thyroid disorders"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 253, 0, 3, 0, 0, 0, 0, 0, 99595, 2016, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#13c14c65-0291-4ca3-83f3-551c4bf4f8d8', 4, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'1481fe86-5112-42bb-a61c-61eafe677c98', 1309182018982, 1309182020982, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "cataracts"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 245, 0, 3, 0, 0, 0, 0, 0, 80597, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#13e8e2b3-283d-4631-9de1-31dde9a7c67e', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'1522a07e-b312-419c-81cb-e230fb8e1241', 1309182238622, 1309182240638, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Bartter Syndrome"}  UNION {?s ?p ?o . ?s ?p "arthritis"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" }}', 212, 0, 3, 0, 0, 0, 0, 0, 50201, 2016, 31, 15, 15, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1481fe86-5112-42bb-a61c-61eafe677c98', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'1608f121-8741-4d4d-920f-377a933ae929', 1309181901716, 1309181903732, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "migraine"} }', 56, 0, 3, 0, 0, 0, 0, 0, 15229, 2016, 15, 15, 0, 15, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1522a07e-b312-419c-81cb-e230fb8e1241', 4, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'165f31d2-d150-4439-8745-395306a38561', 1309182272779, 1309182274779, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "Belching"}  UNION {?s ?p ?o . ?s ?p "arthritis"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" }}', 204, 0, 3, 0, 0, 0, 0, 0, 55821, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1608f121-8741-4d4d-920f-377a933ae929', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'1724429b-03a1-486f-af11-d1a90e45e4f3', 1309182190138, 1309182192138, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "acne"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 240, 0, 3, 0, 0, 0, 0, 0, 49555, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#165f31d2-d150-4439-8745-395306a38561', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'177026d3-2d0b-4a2e-a303-afd811fa23d7', 1309181903732, 1309181905732, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "sclerosis"} }', 57, 0, 3, 0, 0, 0, 0, 0, 25465, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1724429b-03a1-486f-af11-d1a90e45e4f3', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'1a322450-02aa-4f80-b973-2b360d04762b', 1309182101591, 1309182103607, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "myopia"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 242, 0, 3, 0, 0, 0, 0, 0, 59496, 2016, 15, 15, 15, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#177026d3-2d0b-4a2e-a303-afd811fa23d7', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'1aa363d2-df00-47d5-8445-0468b879a31a', 1309181895701, 1309181897701, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "meningitis"} }', 58, 0, 3, 0, 0, 0, 0, 0, 13201, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1a322450-02aa-4f80-b973-2b360d04762b', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'1d898e77-1a93-4fef-b90a-ff9387325732', 1309182117685, 1309182119685, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "ovarian cancer"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 250, 0, 3, 0, 0, 0, 0, 0, 49157, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1aa363d2-df00-47d5-8445-0468b879a31a', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
'1dbc017e-8eb1-4009-9d47-85520deaba3e', 1309182165982, 1309182167997, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "zieve syndrome"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 250, 0, 3, 0, 0, 0, 0, 0, 41397, 2015, 31, 15, 15, 0, 0, 0, 0, 2, 1999, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1d898e77-1a93-4fef-b90a-ff9387325732', 4, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'1e400b9f-21c3-44a0-90a2-6a558e0b37f7', 1309181962747, 1309181964747, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "zes"} }', 51, 0, 3, 0, 0, 0, 0, 0, 1411, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1dbc017e-8eb1-4009-9d47-85520deaba3e', 4, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1999, 0, 0, w_01
'1eceff38-5dc1-4a4b-9ad8-024ce897fbcf', 1309182135779, 1309182137779, 'SELECT ?s ?p ?o WHERE { { ?s ?p ?o . ?s ?p "trauma"}  UNION {?s ?p ?o . ?s ?p "Paynaud Phenomenon"} UNION {?s ?p ?o . ?s ?p "APRAXIAS" } UNION {?s ?p ?o . ?s ?p "level;" } UNION {?s ?p ?o . ?s ?p "superoxide" } UNION {?s ?p ?o . ?s ?p "envenomations" } }', 254, 0, 3, 0, 0, 0, 0, 0, 117976, 2000, 15, 0, 0, 0, 0, 0, 0, 2, 1999, 1, 13, 'http://www.larkc.eu/ontologies/IMOntology.rdf#1e400b9f-21c3-44a0-90a2-6a558e0b37f7', 4, 2000, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 0, 0, w_01
